uniq,taxonomy,kingdom,phylum
uniq3326,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3324,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3362,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3373,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3393,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3364,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3406,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3414,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3407,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3416,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4408,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3452,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq10318,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3463,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3490,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3502,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3504,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3512,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3513,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3561,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3582,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3596,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3601,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4312,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4441,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9304,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3648,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3663,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3704,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3706,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3775,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3800,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3809,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6781,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3829,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3880,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3848,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3877,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3873,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3929,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3923,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq3934,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7048,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8138,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4020,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4015,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4051,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4046,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4043,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4064,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4082,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4096,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4071,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4167,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4131,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4179,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4187,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4216,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5679,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6569,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6578,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq10731,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4237,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4227,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4259,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4264,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4298,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4335,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4358,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4388,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4381,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4406,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4417,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5752,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8992,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9141,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq10653,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq13110,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq13198,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq12384,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4456,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4451,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4465,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4464,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4488,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4489,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4495,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4499,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4506,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4508,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4520,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4530,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4556,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4562,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4606,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4631,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4658,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4656,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4663,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4674,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4687,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4693,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6531,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7064,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9120,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq10365,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4724,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4732,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4775,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4770,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4789,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4791,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4799,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4828,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4912,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4913,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4925,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4955,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4963,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4964,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4967,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4969,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq4971,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6436,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6183,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6919,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8643,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5035,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5033,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5068,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5111,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5097,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5087,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5128,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5121,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5155,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5182,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5227,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5226,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5235,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5238,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5270,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5276,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5293,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5302,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5301,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5324,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7260,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7193,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8183,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7307,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9770,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq10203,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8829,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9058,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq11783,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5338,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5348,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5345,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5350,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5352,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5367,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5392,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5441,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5447,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5467,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5450,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5452,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5507,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5510,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5512,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5553,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5542,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5560,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5591,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5632,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5642,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5640,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5665,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5697,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5689,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7712,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7726,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq10019,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8983,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9184,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq11579,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq10274,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq12664,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5736,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5757,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5741,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5762,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5767,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5781,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5789,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5847,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5964,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq5999,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6015,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6010,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6031,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6065,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6079,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6092,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6080,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6105,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6132,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6144,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9290,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq12198,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq12882,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq12368,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq13277,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18646,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6153,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6154,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6161,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6178,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6177,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6179,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6194,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6210,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6216,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6272,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6276,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6360,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6365,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6382,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6384,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6394,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6414,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6408,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6442,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6444,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6467,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6478,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6504,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6488,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6507,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6510,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6523,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6551,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6535,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6553,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6554,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6572,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8606,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8958,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6641,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6660,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6667,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6677,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6675,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6680,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6684,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6689,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6714,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6697,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6769,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6773,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6774,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6793,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6797,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6814,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6841,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6899,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6907,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6928,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6937,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6974,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6982,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq6981,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7025,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7037,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7106,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7115,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7142,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7154,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7162,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7176,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9461,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq10834,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq10847,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq11368,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq11491,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq13504,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq14096,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq12288,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq12019,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7179,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7180,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7208,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7230,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7245,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7268,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7267,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7266,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7279,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7286,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7302,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7355,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7353,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7357,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7360,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7386,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7390,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7408,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7411,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7494,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7552,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7534,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7569,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7584,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7596,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7617,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7655,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7641,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7728,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7738,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7740,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7742,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7752,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7818,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq12242,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq12825,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq13046,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15166,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15436,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7823,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7834,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7848,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7857,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7868,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7870,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7880,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7896,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7903,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7907,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7924,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7926,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7967,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7946,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7997,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7990,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq7979,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8007,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8043,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8074,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8091,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8106,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8190,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8273,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8280,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8341,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8313,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8318,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8344,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8367,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8366,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8391,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8397,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8395,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8422,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8429,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8472,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8542,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8509,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8524,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq14292,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq14547,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq14822,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq14567,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq14859,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16006,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16392,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17296,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15359,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17430,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8573,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8571,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8578,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8589,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8583,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8590,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8612,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8626,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8634,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8651,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8652,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8667,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8684,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8704,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8710,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8713,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8714,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8715,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8730,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8752,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8772,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8796,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8788,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8834,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8814,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8861,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8872,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8875,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8889,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8898,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8941,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8945,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq8995,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9007,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9013,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9022,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9044,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9052,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9055,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9084,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9105,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9122,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9124,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9127,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9126,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9148,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9154,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9163,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9185,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9196,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9205,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9209,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9226,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9254,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9281,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9262,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq9287,k:Eukaryota_2759,Eukaryota,Eukaryota
