uniq,phylum,class,order,family,genus,species
uniq30973,Mollusca,Gastropoda,Gastropoda,Pteropoda,Creseis,Creseis
uniq310,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Caecum,Caecum
uniq31017,Arthropoda,Malacostraca,Malacostraca,Decapoda,Liocarpilodes,Liocarpilodes
uniq31022,Cnidaria,Hydrozoa,Hydrozoa,Trachymedusae,Liriope,Liriope
uniq31034,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq31067,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Ferosagitta,Ferosagitta
uniq3107,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq31183,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq31235,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Anarithma,Anarithma
uniq31248,Mollusca,Gastropoda,Gastropoda,Aplysiida,Dolabella,Dolabella
uniq31285,Porifera,Demospongiae,Demospongiae,Suberitida,Suberitida,Suberitida
uniq31317,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq31321,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Coralliophila,Coralliophila
uniq3133,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq31416,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq31446,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq3146,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq31481,Cnidaria,Hydrozoa,Hydrozoa,Siphonophorae,Siphonophorae,Siphonophorae
uniq31517,Mollusca,Gastropoda,Gastropoda,Gastropoda,Elysia,Elysia
uniq31572,Mollusca,Gastropoda,Gastropoda,Gastropoda,Bittium,Bittium
uniq31573,Mollusca,Gastropoda,Gastropoda,Cephalaspidea,Cephalaspidea,Cephalaspidea
uniq31643,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Tenellia,Tenellia
uniq3168,Cnidaria,Anthozoa,Anthozoa,Actiniaria,Actiniaria,Actiniaria
uniq31684,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq317,Cnidaria,Hydrozoa,Hydrozoa,Siphonophorae,Lensia,Lensia
uniq3170,Chordata,Actinopteri,Actinopteri,Labriformes,Cheilinus,Cheilinus
uniq31727,Arthropoda,Malacostraca,Malacostraca,Decapoda,Caphyra,Caphyra
uniq3177,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq318,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Labidocera,Labidocera
uniq31800,Arthropoda,Hexanauplia,Hexanauplia,Poecilostomatoida,Farranula,Farranula
uniq31851,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Cratena,Cratena
uniq3197,Mollusca,Gastropoda,Gastropoda,Cephalaspidea,Phanerophthalmus,Phanerophthalmus
uniq32066,Chordata,Actinopteri,Actinopteri,Actinopteri,Actinopteri,Actinopteri
uniq32131,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq32156,Arthropoda,Hexanauplia,Hexanauplia,Pygophora,Auritoglyptes,Auritoglyptes
uniq322,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Paracalanus,Paracalanus
uniq32222,Chordata,Actinopteri,Actinopteri,Labriformes,Cheilinus,Cheilinus
uniq32226,Arthropoda,Hexanauplia,Hexanauplia,Pygophora,Auritoglyptes,Auritoglyptes
uniq32240,Porifera,Demospongiae,Demospongiae,Haplosclerida,Gelliodes,Gelliodes
uniq32243,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Melibe,Melibe
uniq3229,Mollusca,Gastropoda,Gastropoda,Gastropoda,Polybranchia,Polybranchia
uniq32310,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Monetaria,Monetaria
uniq3232,Porifera,Homoscleromorpha,Homoscleromorpha,Homosclerophorida,Oscarella,Oscarella
uniq32322,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Naria,Naria
uniq32366,Arthropoda,Hexanauplia,Hexanauplia,Poecilostomatoida,Sapphirina,Sapphirina
uniq32386,Cnidaria,Anthozoa,Anthozoa,Alcyonacea,Klyxum,Klyxum
uniq3239,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq32409,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq32420,Echinodermata,Holothuroidea,Holothuroidea,Aspidochirotida,Holothuria,Holothuria
uniq3253,Chordata,Actinopteri,Actinopteri,Spariformes,Nemipterus,Nemipterus
uniq32565,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Favorinus,Favorinus
uniq32568,Mollusca,Gastropoda,Gastropoda,Cephalaspidea,Cephalaspidea,Cephalaspidea
uniq3257,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Doxander,Doxander
uniq32593,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Conomurex,Conomurex
uniq3261,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Candacia,Candacia
uniq3266,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Clausocalanus,Clausocalanus
uniq32669,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq32704,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq32708,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq32713,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Canarium,Canarium
uniq32744,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Candacia,Candacia
uniq32753,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq32784,Cnidaria,Scyphozoa,Scyphozoa,Semaeostomeae,Aurelia,Aurelia
uniq32794,Mollusca,Gastropoda,Gastropoda,Pteropoda,Pteropoda,Pteropoda
uniq32807,Cnidaria,Anthozoa,Anthozoa,Actiniaria,Actiniaria,Actiniaria
uniq32884,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq32890,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Phestilla,Phestilla
uniq32987,Arthropoda,Malacostraca,Malacostraca,Decapoda,Etisus,Etisus
uniq33012,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq33060,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq33068,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq33129,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq33163,Mollusca,Gastropoda,Gastropoda,Pteropoda,Pteropoda,Pteropoda
uniq33164,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq3320,Cnidaria,Hydrozoa,Hydrozoa,Siphonophorae,Lensia,Lensia
uniq33233,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq3326,Mollusca,Gastropoda,Gastropoda,Cephalaspidea,Cephalaspidea,Cephalaspidea
uniq3328,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha
uniq333,Cnidaria,Cnidaria,Cnidaria,Cnidaria,Cnidaria,Cnidaria
uniq33344,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq33351,Annelida,Polychaeta,Polychaeta,Terebellida,Timarete,Timarete
uniq33357,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Notocochlis,Notocochlis
uniq3338,Chordata,Actinopteri,Actinopteri,Labriformes,Thalassoma,Thalassoma
uniq33388,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Phestilla,Phestilla
uniq33453,Porifera,Demospongiae,Demospongiae,Suberitida,Suberitida,Suberitida
uniq33475,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq33476,Mollusca,Bivalvia,Bivalvia,Galeommatida,Phlyctaenachlamys,Phlyctaenachlamys
uniq33514,Mollusca,Gastropoda,Gastropoda,Cephalaspidea,Cephalaspidea,Cephalaspidea
uniq3355,Cnidaria,Hydrozoa,Hydrozoa,Leptothecata,Clytia,Clytia
uniq33567,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq3364,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq33640,Cnidaria,Cnidaria,Cnidaria,Cnidaria,Cnidaria,Cnidaria
uniq33653,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq3367,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Prosimnia,Prosimnia
uniq33688,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Morula,Morula
uniq3373,Arthropoda,Hexanauplia,Hexanauplia,Cyclopoida,Oithona,Oithona
uniq33741,Cnidaria,Hydrozoa,Hydrozoa,Leptothecata,Laodicea,Laodicea
uniq33786,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq338,Cnidaria,Hydrozoa,Hydrozoa,Anthoathecata,Pteroclava,Pteroclava
uniq33801,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq33816,Annelida,Polychaeta,Polychaeta,Eunicida,Palola,Palola
uniq33822,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Conomurex,Conomurex
uniq3384,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq33842,Chordata,Actinopteri,Actinopteri,Clupeiformes,Spratelloides,Spratelloides
uniq33889,Annelida,Polychaeta,Polychaeta,Polychaeta,Polygordius,Polygordius
uniq34038,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Clausocalanus,Clausocalanus
uniq3406,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq34060,Mollusca,Gastropoda,Gastropoda,Pteropoda,Creseis,Creseis
uniq34077,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Calocalanus,Calocalanus
uniq3408,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq34081,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq3409,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Candacia,Candacia
uniq34091,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Paracalanus,Paracalanus
uniq34113,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Ferosagitta,Ferosagitta
uniq34122,Mollusca,Gastropoda,Gastropoda,Pteropoda,Creseis,Creseis
uniq34127,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq34148,Mollusca,Bivalvia,Bivalvia,Pterioida,Pinctada,Pinctada
uniq34168,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq34174,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Cheilea,Cheilea
uniq34185,Arthropoda,Hexanauplia,Hexanauplia,Pygophora,Auritoglyptes,Auritoglyptes
uniq34196,Nemertea,Nemertea,Nemertea,Nemertea,Nemertea,Nemertea
uniq34199,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Ardeadoris,Ardeadoris
uniq3420,Mollusca,Gastropoda,Gastropoda,Gastropoda,Ercolania,Ercolania
uniq34245,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq3429,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Nassarius,Nassarius
uniq3433,Mollusca,Gastropoda,Gastropoda,Pteropoda,Diacavolinia,Diacavolinia
uniq34340,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq34358,Cnidaria,Scyphozoa,Scyphozoa,Semaeostomeae,Aurelia,Aurelia
uniq3440,Mollusca,Gastropoda,Gastropoda,Cephalaspidea,Philinopsis,Philinopsis
uniq34445,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq34466,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq3448,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq34546,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha
uniq34567,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Clausocalanus,Clausocalanus
uniq34584,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq34587,Porifera,Demospongiae,Demospongiae,Verongiida,Pseudoceratina,Pseudoceratina
uniq34589,Arthropoda,Hexanauplia,Hexanauplia,Sessilia,Sessilia,Sessilia
uniq34627,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Anarithma,Anarithma
uniq34690,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Phestilla,Phestilla
uniq34695,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Baeolidia,Baeolidia
uniq34709,Mollusca,Gastropoda,Gastropoda,Gastropoda,Ercolania,Ercolania
uniq3471,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq3473,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq34737,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Paracalanus,Paracalanus
uniq34759,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Nassarius,Nassarius
uniq34771,Mollusca,Gastropoda,Gastropoda,Cephalaspidea,Phanerophthalmus,Phanerophthalmus
uniq34775,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq34783,Porifera,Homoscleromorpha,Homoscleromorpha,Homosclerophorida,Oscarella,Oscarella
uniq34792,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Clausocalanus,Clausocalanus
uniq34807,Nemertea,Nemertea,Nemertea,Nemertea,Nemertea,Nemertea
uniq34817,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Pascula,Pascula
uniq34837,Mollusca,Gastropoda,Gastropoda,Gastropoda,Costasiella,Costasiella
uniq3486,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq34896,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq34902,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq34904,Mollusca,Bivalvia,Bivalvia,Venerida,Periglypta,Periglypta
uniq3493,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq34959,Annelida,Polychaeta,Polychaeta,Polychaeta,Polychaeta,Polychaeta
uniq3498,Mollusca,Gastropoda,Gastropoda,Gastropoda,Plakobranchus,Plakobranchus
uniq35,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq35050,Arthropoda,Hexanauplia,Hexanauplia,Hexanauplia,Hexanauplia,Hexanauplia
uniq35058,Echinodermata,Ophiuroidea,Ophiuroidea,Amphilepidida,Macrophiothrix,Macrophiothrix lorioli
uniq35091,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq35099,Mollusca,Gastropoda,Gastropoda,Pteropoda,Pteropoda,Pteropoda
uniq35117,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Littorinimorpha,Littorinimorpha
uniq35134,Mollusca,Gastropoda,Gastropoda,Gastropoda,Cerithium,Cerithium
uniq3515,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq3517,Chordata,Actinopteri,Actinopteri,Gobiiformes,Oplopomus,Oplopomus
uniq35205,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq35248,Mollusca,Gastropoda,Gastropoda,Pteropoda,Pteropoda,Pteropoda
uniq35355,Cnidaria,Anthozoa,Anthozoa,Actiniaria,Edwardsia,Edwardsia
uniq3537,Mollusca,Bivalvia,Bivalvia,Galeommatida,Kellia,Kellia
uniq35446,Chordata,Actinopteri,Actinopteri,Tetraodontiformes,Pervagor,Pervagor
uniq35484,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq35509,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq35540,Mollusca,Gastropoda,Gastropoda,Lepetellida,Diodora,Diodora
uniq35556,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq356,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq35629,Mollusca,Gastropoda,Gastropoda,Gastropoda,Cerithium,Cerithium
uniq35662,Arthropoda,Malacostraca,Malacostraca,Decapoda,Alpheus,Alpheus
uniq357,Mollusca,Gastropoda,Gastropoda,Gastropoda,Bittium,Bittium
uniq3573,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq35734,Chordata,Actinopteri,Actinopteri,Actinopteri,Chromis,Chromis
uniq35801,Arthropoda,Hexanauplia,Hexanauplia,Poecilostomatoida,Copilia,Copilia
uniq35812,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq35813,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq35820,Mollusca,Gastropoda,Gastropoda,Cephalaspidea,Haminoeidae,Haminoeidae
uniq35822,Chordata,Actinopteri,Actinopteri,Labriformes,Scarus,Scarus
uniq35853,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq35854,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Janolus,Janolus
uniq35913,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq35919,Annelida,Polychaeta,Polychaeta,Phyllodocida,Treptopale,Treptopale
uniq35978,Porifera,Demospongiae,Demospongiae,Demospongiae,Demospongiae,Demospongiae
uniq35982,Mollusca,Gastropoda,Gastropoda,Gastropoda,Oxynoe,Oxynoe
uniq36,Mollusca,Bivalvia,Bivalvia,Galeommatida,Salpocola,Salpocola
uniq3609,Echinodermata,Asteroidea,Asteroidea,Valvatida,Linckia,Linckia guildingi
uniq36115,Cnidaria,Hydrozoa,Hydrozoa,Leptothecata,Clytia,Clytia
uniq3618,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq36194,Porifera,Demospongiae,Demospongiae,Suberitida,Terpios,Terpios
uniq36196,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq36216,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq36288,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq363,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq36325,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq36336,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Gymnodoris,Gymnodoris
uniq36352,Platyhelminthes,Rhabditophora,Rhabditophora,Polycladida,Polycladida,Polycladida
uniq36382,Cnidaria,Hydrozoa,Hydrozoa,Trachymedusae,Liriope,Liriope
uniq3641,Cnidaria,Hydrozoa,Hydrozoa,Anthoathecata,Millepora,Millepora
uniq36429,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha
uniq36444,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq36470,Mollusca,Bivalvia,Bivalvia,Galeommatida,Kellia,Kellia
uniq36478,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq365,Echinodermata,Ophiuroidea,Ophiuroidea,Amphilepidida,Macrophiothrix,Macrophiothrix lorioli
uniq36550,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq36557,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq3664,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Canarium,Canarium
uniq36643,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq3666,Arthropoda,Hexanauplia,Hexanauplia,Pygophora,Auritoglyptes,Auritoglyptes
uniq36764,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha
uniq36780,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq36867,Echinodermata,Echinoidea,Echinoidea,Clypeasteroida,Fibularia,Fibularia
uniq36872,Echinodermata,Holothuroidea,Holothuroidea,Aspidochirotida,Labidodemas,Labidodemas pertinax
uniq36877,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Ferosagitta,Ferosagitta
uniq3689,Cnidaria,Anthozoa,Anthozoa,Scleractinia,Lithophyllon,Lithophyllon
uniq36894,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Clausocalanus,Clausocalanus
uniq36938,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Anarithma,Anarithma
uniq36974,Mollusca,Gastropoda,Gastropoda,Pleurobranchida,Berthella,Berthella
uniq36987,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq36990,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq370,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Conomurex,Conomurex
uniq37066,Chordata,Actinopteri,Actinopteri,Lutjaniformes,Caesio,Caesio
uniq37076,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq3708,Arthropoda,Hexanauplia,Hexanauplia,Pygophora,Auritoglyptes,Auritoglyptes
uniq3710,Cnidaria,Anthozoa,Anthozoa,Scleractinia,Porites,Porites
uniq37198,Cnidaria,Cnidaria,Cnidaria,Cnidaria,Cnidaria,Cnidaria
uniq3721,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq37237,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq3727,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq3729,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Lyncina,Lyncina
uniq37304,Annelida,Polychaeta,Polychaeta,Phyllodocida,Phyllodocida,Phyllodocida
uniq37338,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq37339,Arthropoda,Malacostraca,Malacostraca,Decapoda,Liocarpilodes,Liocarpilodes
uniq3736,Arthropoda,Malacostraca,Malacostraca,Decapoda,Thalamita,Thalamita
uniq37370,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq37404,Mollusca,Gastropoda,Gastropoda,Gastropoda,Elysia,Elysia
uniq37405,Mollusca,Gastropoda,Gastropoda,Pteropoda,Pteropoda,Pteropoda
uniq3744,Annelida,Polychaeta,Polychaeta,Spionida,Microspio,Microspio
uniq37493,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq375,Porifera,Demospongiae,Demospongiae,Tetractinellida,Thoosa,Thoosa
uniq3750,Mollusca,Gastropoda,Gastropoda,Gastropoda,Cerithium,Cerithium
uniq37503,Cnidaria,Hydrozoa,Hydrozoa,Siphonophorae,Lensia,Lensia
uniq3751,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Conus,Conus
uniq37521,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq37529,Cnidaria,Cnidaria,Cnidaria,Cnidaria,Cnidaria,Cnidaria
uniq37556,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq37562,Porifera,Demospongiae,Demospongiae,Suberitida,Halichondria,Halichondria
uniq37577,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Calocalanus,Calocalanus
uniq37694,Echinodermata,Ophiuroidea,Ophiuroidea,Amphilepidida,Ophiothrix,Ophiothrix
uniq377,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq3772,Chordata,Actinopteri,Actinopteri,Labriformes,Bolbometopon,Bolbometopon
uniq37850,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq37895,Mollusca,Gastropoda,Gastropoda,Cephalaspidea,Phanerophthalmus,Phanerophthalmus
uniq37967,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq37977,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq380,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq3800,Chordata,Actinopteri,Actinopteri,Spariformes,Gymnocranius,Gymnocranius
uniq38005,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Purpuradusta,Purpuradusta
uniq38007,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Candacia,Candacia
uniq3801,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq38010,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq38079,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq38116,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Natica,Natica
uniq38132,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Naria,Naria
uniq38134,Sipuncula,Sipuncula,Sipuncula,Aspidosiphonidormes,Cloeosiphon,Cloeosiphon
uniq38139,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq38155,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq38169,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Clausocalanus,Clausocalanus
uniq38203,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Littorinimorpha,Littorinimorpha
uniq38222,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq38248,Chordata,Actinopteri,Actinopteri,Carangiformes,Caranx,Caranx
uniq38256,Porifera,Homoscleromorpha,Homoscleromorpha,Homosclerophorida,Homosclerophorida,Homosclerophorida
uniq3828,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq38287,Chordata,Actinopteri,Actinopteri,Labriformes,Scarus,Scarus
uniq3829,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Clausocalanus,Clausocalanus
uniq38291,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Pontella,Pontella
uniq38309,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq38339,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq3836,Mollusca,Gastropoda,Gastropoda,Pteropoda,Boasia,Boasia
uniq38396,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq38440,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq38479,Mollusca,Gastropoda,Gastropoda,Gastropoda,Triphora,Triphora
uniq3849,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
