uniq,taxonomy
uniq277,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Dischistodus_196129,s:Dischistodus"
uniq1236,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Dischistodus_196129,s:Dischistodus"
uniq81,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Neopomacentrus_80984,s:Neopomacentrus"
uniq4496,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Neopomacentrus_80984,s:Neopomacentrus"
uniq40,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Pomacentrus_61808,s:Pomacentrus"
uniq68,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Pomacentrus_61808,s:Pomacentrus"
uniq143,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Pomacentrus_61808,s:Pomacentrus"
uniq142,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Pomacentrus_61808,s:Pomacentrus"
uniq194,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Pomacentrus_61808,s:Pomacentrus"
uniq309,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Pomacentrus_61808,s:Pomacentrus"
uniq499,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Pomacentrus_61808,s:Pomacentrus"
uniq826,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Pomacentrus_61808,s:Pomacentrus"
uniq2956,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Pomacentrus_61808,s:Pomacentrus"
uniq3031,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Pomacentrus_61808,s:Pomacentrus"
uniq4654,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Siganidae_75382,g:Siganus_75041,s:Siganus"
uniq5378,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Sphyraenidae_27769,g:Sphyraena_13691,s:Sphyraena"
uniq394,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Acanthuriformes_1489937,f:Acanthuridae_29146,g:Acanthurus_12912,s:Acanthurus"
uniq3295,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Acanthuriformes_1489937,f:Acanthuridae_29146,g:Acanthurus_12912,s:Acanthurus"
uniq12522,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Acanthuriformes_1489937,f:Acanthuridae_29146,g:Acanthurus_12912,s:Acanthurus"
uniq19722,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Acanthuriformes_1489937,f:Acanthuridae_29146,g:Acanthurus_12912,s:Acanthurus"
uniq384,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Acanthuriformes_1489937,f:Acanthuridae_29146,g:Ctenochaetus_75019,s:Ctenochaetus"
uniq19407,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Acanthuriformes_1489937,f:Acanthuridae_29146,g:Ctenochaetus_75019,s:Ctenochaetus"
uniq30,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Acanthuriformes_1489937,f:Acanthuridae_29146,g:Zebrasoma_75045,s:Zebrasoma"
uniq3280,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Aulopiformes_68510,f:Synodontidae_81390,g:Saurida_143309,s:Saurida"
uniq222,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Blenniiformes_1489921,f:Blenniidae_56718,g:Plagiotremus_390369,s:Plagiotremus"
uniq3328,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Blenniiformes_1489921,f:Blenniidae_56718,g:Xiphasia_879905,s:Xiphasia"
uniq294,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Carangiformes_1489907,f:Carangidae_8157"
uniq77,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Carangiformes_1489907,f:Carangidae_8157,g:Alepes_173326,s:Alepes"
uniq592,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Carangiformes_1489907,f:Carangidae_8157,g:Alepes_173326,s:Alepes"
uniq273,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Carangiformes_1489907,f:Carangidae_8157,g:Carangoides_179360,s:Carangoides"
uniq3654,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Carangiformes_1489907,f:Carangidae_8157,g:Carangoides_179360,s:Carangoides"
uniq100,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Carangiformes_1489907,f:Carangidae_8157,g:Decapterus_58219,s:Decapterus"
uniq2562,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Carangiformes_1489907,f:Carangidae_8157,g:Decapterus_58219,s:Decapterus"
uniq6201,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Carangiformes_1489907,f:Carangidae_8157,g:Gnathanodon_326723,s:Gnathanodon"
uniq296,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Carangiformes_1489907,f:Carangidae_8157,g:Megalaspis_232275,s:Megalaspis"
uniq488,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Carangiformes_1489907,f:Carangidae_8157,g:Selaroides_173310,s:Selaroides"
uniq6038,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Chaetodontiformes_1545895,f:Chaetodontidae_30828,g:Chaetodon_37948,s:Chaetodon"
uniq1000,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Amblyeleotris_150257,s:Amblyeleotris"
uniq4517,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Amblyeleotris_150257,s:Amblyeleotris"
uniq11439,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Amblygobius_166730,s:Amblygobius"
uniq17690,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Amblygobius_166730,s:Amblygobius"
uniq76,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Eviota_166746,s:Eviota"
uniq5933,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Eviota_166746,s:Eviota"
uniq5070,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Eviota_166746,s:Eviota"
uniq5668,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Eviota_166746,s:Eviota"
uniq8564,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Eviota_166746,s:Eviota"
uniq4022,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Favonigobius_248999,s:Favonigobius"
uniq8016,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Favonigobius_248999,s:Favonigobius"
uniq560,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Fusigobius_151724,s:Fusigobius"
uniq2718,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Gnatholepis_151727,s:Gnatholepis"
uniq2855,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Gobiodon_150299,s:Gobiodon"
uniq1252,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Hazeus_1976951,s:Hazeus"
uniq2310,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Oplopomus_622426,s:Oplopomus"
uniq3816,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Oplopomus_622426,s:Oplopomus"
uniq8453,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Oxyurichthys_493409,s:Oxyurichthys"
uniq405,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Ptereleotris_86206,s:Ptereleotris"
uniq11296,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Valenciennea_150331,s:Valenciennea"
uniq18135,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Valenciennea_150331,s:Valenciennea"
uniq2766,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Vanderhorstia_579952,s:Vanderhorstia"
uniq18922,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Schindleriidae_30918,g:Schindleria_166781,s:Schindleria"
uniq1391,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Holocentriformes_1490028,f:Holocentridae_47697,g:Myripristis_47699,s:Myripristis"
uniq17302,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Holocentriformes_1490028,f:Holocentridae_47697,g:Myripristis_47699,s:Myripristis"
uniq2773,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881"
uniq9323,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Apogon_83882,s:Apogon"
uniq8654,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Fowleria_316377,s:Fowleria"
uniq1049,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Jaydia_1604641,s:Jaydia"
uniq4684,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Jaydia_1604641,s:Jaydia"
uniq810,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Pristiapogon_638292,s:Pristiapogon"
uniq186,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Pristicon_638293,s:Pristicon"
uniq9590,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Rhabdamia_587068,s:Rhabdamia"
uniq17860,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Rhabdamia_587068,s:Rhabdamia"
uniq20452,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Rhabdamia_587068,s:Rhabdamia"
uniq916,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Siphamia_397597,s:Siphamia"
uniq1067,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Siphamia_397597,s:Siphamia"
uniq1054,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Kurtiformes_1489876,f:Apogonidae_83881,g:Zoramia_475177,s:Zoramia"
uniq23472,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247"
uniq18776,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Bolbometopon_188109,s:Bolbometopon"
uniq889,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Cheilinus_202584,s:Cheilinus"
uniq4701,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Cheilinus_202584,s:Cheilinus"
uniq5127,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Cheilinus_202584,s:Cheilinus"
uniq153,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Chlorurus_126670,s:Chlorurus"
uniq12236,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Halichoeres_51788,s:Halichoeres"
uniq10,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Hipposcarus_188113,s:Hipposcarus"
uniq637,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Novaculichthys_241322,s:Novaculichthys"
uniq316,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Oxycheilinus_241326,s:Oxycheilinus"
uniq3545,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Pteragogus_202595,s:Pteragogus"
uniq32,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Scarus_59660,s:Scarus"
uniq59,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Scarus_59660,s:Scarus"
uniq1299,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Scarus_59660,s:Scarus"
uniq1130,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Scarus_59660,s:Scarus"
uniq1465,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Scarus_59660,s:Scarus"
uniq4030,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Scarus_59660,s:Scarus"
uniq6796,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Labriformes_1489928,f:Labridae_8247,g:Stethojulis_241347,s:Stethojulis"
uniq593,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Lutjaniformes_2024539,f:Haemulidae_30840,g:Plectorhinchus_349641,s:Plectorhinchus"
uniq2748,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Lutjaniformes_2024539,f:Lutjanidae_30850,g:Caesio_119693,s:Caesio"
uniq559,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Lutjaniformes_2024539,f:Lutjanidae_30850,g:Lutjanus_40493,s:Lutjanus"
uniq2874,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Lutjaniformes_2024539,f:Lutjanidae_30850,g:Pterocaesio_181465,s:Pterocaesio"
uniq62,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Lutjaniformes_2024539,f:Lutjanidae_30850,g:Symphorichthys_396795,s:Symphorichthys"
uniq7889,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Perciformes_8111,f:Scorpaenidae_8108,g:Scorpaenopsis_163119,s:Scorpaenopsis"
uniq34,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Perciformes_8111,f:Serranidae_30871,g:Epinephelus_94231,s:Epinephelus"
uniq214,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Perciformes_8111,f:Serranidae_30871,g:Plectropomus_134629,s:Plectropomus"
uniq1648,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Pleuronectiformes_8252,f:Bothidae_8253,g:Grammatobothus_1156761,s:Grammatobothus"
uniq2415,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Pleuronectiformes_8252,f:Cynoglossidae_30947,g:Cynoglossus_106173,s:Cynoglossus"
uniq303,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Priacanthiformes_2024536,f:Priacanthidae_30865,g:Priacanthus_270571,s:Priacanthus"
uniq91,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Scombriformes_1489894,f:Scombridae_8224,g:Euthynnus_8225,s:Euthynnus"
uniq1221,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Scombriformes_1489894,f:Scombridae_8224,g:Rastrelliger_70445,s:Rastrelliger"
uniq110,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Scombriformes_1489894,f:Scombridae_8224,g:Thunnus_8234,s:Thunnus"
uniq409,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Lethrinidae_30848,g:Lethrinus_119720,s:Lethrinus"
uniq1912,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Lethrinidae_30848,g:Lethrinus_119720,s:Lethrinus"
uniq2317,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Lethrinidae_30848,g:Lethrinus_119720,s:Lethrinus"
uniq21332,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Lethrinidae_30848,g:Lethrinus_119720,s:Lethrinus"
uniq24625,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Lethrinidae_30848,g:Lethrinus_119720,s:Lethrinus"
uniq93,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Nemipteridae_30857,g:Nemipterus_119724,s:Nemipterus"
uniq276,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Nemipteridae_30857,g:Nemipterus_119724,s:Nemipterus"
uniq1385,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Nemipteridae_30857,g:Nemipterus_119724,s:Nemipterus"
uniq17491,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Nemipteridae_30857,g:Pentapodus_390361,s:Pentapodus"
uniq13,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Nemipteridae_30857,g:Scolopsis_119745,s:Scolopsis"
uniq86,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Nemipteridae_30857,g:Scolopsis_119745,s:Scolopsis"
uniq1193,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Nemipteridae_30857,g:Scolopsis_119745,s:Scolopsis"
uniq2480,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Syngnathiformes_129912,f:Callionymidae_30908,g:Diplogrammus_1003947,s:Diplogrammus"
uniq16250,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Syngnathiformes_129912,f:Centriscidae_206122,g:Centriscus_588784,s:Centriscus"
uniq645,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Syngnathiformes_129912,f:Mullidae_30854,g:Parupeneus_334899,s:Parupeneus"
uniq11825,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Syngnathiformes_129912,f:Mullidae_30854,g:Parupeneus_334899,s:Parupeneus"
uniq418,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Syngnathiformes_129912,f:Mullidae_30854,g:Upeneus_115430,s:Upeneus"
uniq2753,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Syngnathiformes_129912,f:Mullidae_30854,g:Upeneus_115430,s:Upeneus"
uniq10222,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Syngnathiformes_129912,f:Mullidae_30854,g:Upeneus_115430,s:Upeneus"
uniq11033,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Syngnathiformes_129912,f:Mullidae_30854,g:Upeneus_115430,s:Upeneus"
uniq7448,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Tetraodontiformes_31022,f:Balistidae_31024,g:Rhinecanthus_245704,s:Rhinecanthus"
uniq274,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Tetraodontiformes_31022,f:Monacanthidae_143346,g:Paramonacanthus_392922,s:Paramonacanthus"
uniq7639,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Tetraodontiformes_31022,f:Monacanthidae_143346,g:Paramonacanthus_392922,s:Paramonacanthus"
uniq4498,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Tetraodontiformes_31022,f:Monacanthidae_143346,g:Pervagor_392924,s:Pervagor"
uniq946,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Tetraodontiformes_31022,f:Ostraciidae_31025,g:Ostracion_94238,s:Ostracion"
uniq12792,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Tetraodontiformes_31022,f:Tetraodontidae_31031,g:Arothron_50368,s:Arothron"
uniq1183,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Tetraodontiformes_31022,f:Tetraodontidae_31031,g:Canthigaster_223138,s:Canthigaster"
uniq365,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Tetraodontiformes_31022,f:Tetraodontidae_31031,g:Lagocephalus_204813,s:Lagocephalus"
uniq5356,"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Uranoscopiformes_1489926,f:Pinguipedidae_206137,g:Parapercis_215380,s:Parapercis"
uniq23210,"k:Eukaryota_2759,p:Chordata_7711,c:Ascidiacea_7713,o:Phlebobranchia_7716,f:Ascidiidae_30274,g:Ascidia_30275,s:Ascidia"
uniq3840,"k:Eukaryota_2759,p:Chordata_7711,c:Leptocardii_2682552,o:Amphioxiformes_2682553,f:Branchiostomidae_7736,g:Asymmetron_355595,s:Asymmetron"
uniq943,"k:Eukaryota_2759,p:Chordata_7711,c:Mammalia_40674,o:Primates_9443,f:Hominidae_9604,g:Homo_9605,s:Homo"
uniq840,"k:Eukaryota_2759,p:Cnidaria_6073"
uniq3688,"k:Eukaryota_2759,p:Cnidaria_6073"
uniq7211,"k:Eukaryota_2759,p:Cnidaria_6073"
uniq7258,"k:Eukaryota_2759,p:Cnidaria_6073"
uniq8756,"k:Eukaryota_2759,p:Cnidaria_6073"
uniq9329,"k:Eukaryota_2759,p:Cnidaria_6073"
uniq9351,"k:Eukaryota_2759,p:Cnidaria_6073"
uniq10509,"k:Eukaryota_2759,p:Cnidaria_6073"
uniq22591,"k:Eukaryota_2759,p:Cnidaria_6073"
uniq25042,"k:Eukaryota_2759,p:Cnidaria_6073"
uniq18525,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101"
uniq37,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Actiniaria_6103"
uniq538,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Actiniaria_6103"
uniq572,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Actiniaria_6103"
uniq1458,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Actiniaria_6103"
uniq3954,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Actiniaria_6103"
uniq5808,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Actiniaria_6103"
uniq7087,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Actiniaria_6103"
uniq8689,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Actiniaria_6103"
uniq16700,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Actiniaria_6103"
uniq16838,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Actiniaria_6103"
uniq22613,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Actiniaria_6103"
uniq23279,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Actiniaria_6103"
uniq26301,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Actiniaria_6103"
uniq8810,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Actiniaria_6103,f:Andvakiidae_491810,g:Andvakia_491811,s:Andvakia"
uniq1348,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Actiniaria_6103,f:Boloceroididae_51819,g:Boloceroides_51820,s:Boloceroides"
uniq3933,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Actiniaria_6103,f:Edwardsiidae_45349,g:Edwardsia_51817,s:Edwardsia"
uniq5200,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Actiniaria_6103,f:Edwardsiidae_45349,g:Edwardsianthus_478397,s:Edwardsianthus"
uniq8620,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Alcyonacea_40677,f:Alcyoniidae_40678,g:Cladiella_205093,s:Cladiella"
uniq6033,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Alcyonacea_40677,f:Alcyoniidae_40678,g:Lobophytum_205095,s:Lobophytum"
uniq713,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Alcyonacea_40677,f:Alcyoniidae_40678,g:Sinularia_51814,s:Sinularia"
uniq10526,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Ceriantharia_37512"
uniq1864,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Ceriantharia_37512,f:Arachnactidae_1048509,g:Isarachnanthus_1048507,s:Isarachnanthus"
uniq2652,"k:Eukaryota_2759,p:Cnidaria_6073,c:Anthozoa_6101,o:Ceriantharia_37512,f:Cerianthidae_37513,s:Cerianthidae"
